,outlier_value,origin_context,low_bound,high_bound,mean,fit_context,new_low_bound,new_high_bound,new_mean,score
0,70.724,Blue Oyster Cult,86.10627631578944,173.04163768115944,134.4493636363636,Charlie Haden & Chris Anderson,38.601,107.94616666666666,71.77833333333334,1.0543333333333322
1,185.836,Blue Oyster Cult,86.10627631578944,173.04163768115944,134.4493636363636,The Leftovers,99.8965,191.58053571428573,163.702,22.134000000000015
2,198.068,Blue Oyster Cult,86.10627631578944,173.04163768115944,134.4493636363636,Big Bopper,120.49200000000003,201.05744444444446,159.34331249999997,38.724687500000044
3,86.358,Blue Oyster Cult,86.10627631578944,173.04163768115944,134.4493636363636,Gladys Knight And The Pips,82.6825,149.121,86.9895,0.6315000000000026
4,67.836,Blue Oyster Cult,86.10627631578944,173.04163768115944,134.4493636363636,Charlie Haden & Chris Anderson,38.601,107.94616666666666,71.77833333333334,3.9423333333333375
5,193.042,Blue Oyster Cult,86.10627631578944,173.04163768115944,134.4493636363636,Big Bopper,120.49200000000003,201.05744444444446,159.34331249999997,33.698687500000034
6,71.215,Blue Oyster Cult,86.10627631578944,173.04163768115944,134.4493636363636,Charlie Haden & Chris Anderson,38.601,107.94616666666666,71.77833333333334,0.5633333333333326
7,172.146,American Hi-Fi,84.44054545454543,168.517,127.51638297872339,The Leftovers,99.8965,191.58053571428573,163.702,8.443999999999988
8,84.108,American Hi-Fi,84.44054545454543,168.517,127.51638297872339,Gladys Knight And The Pips,82.6825,149.121,86.9895,2.8815000000000026
9,179.518,American Hi-Fi,84.44054545454543,168.517,127.51638297872339,The Leftovers,99.8965,191.58053571428573,163.702,15.816000000000003
10,168.854,Lady Bug Transistor,72.76459999999997,159.86305555555555,116.92650000000005,The Leftovers,99.8965,191.58053571428573,163.702,5.152000000000015
11,176.064,Sara Bareilles,85.3277142857143,159.35421875000006,127.8195,The Leftovers,99.8965,191.58053571428573,163.702,12.361999999999995
12,81.142,Sara Bareilles,85.3277142857143,159.35421875000006,127.8195,Jack Kerouac,59.94000000000003,135.894,78.638,2.5039999999999907
13,170.355,The O'Jays,88.098,166.94330769230766,112.55513043478261,The Leftovers,99.8965,191.58053571428573,163.702,6.652999999999992
14,194.094,The O'Jays,88.098,166.94330769230766,112.55513043478261,Big Bopper,120.49200000000003,201.05744444444446,159.34331249999997,34.750687500000026
15,87.715,The O'Jays,88.098,166.94330769230766,112.55513043478261,Gladys Knight And The Pips,82.6825,149.121,86.9895,0.7254999999999967
16,175.129,The Pioneers,85.30044736842105,167.674,118.71188888888892,The Leftovers,99.8965,191.58053571428573,163.702,11.426999999999992
17,84.413,The Pioneers,85.30044736842105,167.674,118.71188888888892,Gladys Knight And The Pips,82.6825,149.121,86.9895,2.57650000000001
18,175.235,The Pioneers,85.30044736842105,167.674,118.71188888888892,The Leftovers,99.8965,191.58053571428573,163.702,11.533000000000015
19,149.386,Land Of Talk,80.36892307692308,146.99763636363633,125.94887499999999,I Concur,114.37158333333333,167.489,149.23575,0.15024999999999977
20,63.975,Brook Benton,75.86159090909089,154.5894736842105,107.91780000000003,Charlie Haden & Chris Anderson,38.601,107.94616666666666,71.77833333333334,7.803333333333335
21,161.07,Brook Benton,75.86159090909089,154.5894736842105,107.91780000000003,Big Bopper,120.49200000000003,201.05744444444446,159.34331249999997,1.7266875000000255
22,79.999,B.A.D.,84.02799999999999,167.96100000000004,113.39022222222214,Jack Kerouac,59.94000000000003,135.894,78.638,1.36099999999999
23,81.705,B.A.D.,84.02799999999999,167.96100000000004,113.39022222222214,Jack Kerouac,59.94000000000003,135.894,78.638,3.066999999999993
24,200.045,B.A.D.,84.02799999999999,167.96100000000004,113.39022222222214,Big Bopper,120.49200000000003,201.05744444444446,159.34331249999997,40.70168750000002
25,61.052,Big Audio Dynamite,70.15,138.74717647058833,121.90848275862069,Charlie Haden & Chris Anderson,38.601,107.94616666666666,71.77833333333334,10.726333333333336
26,86.851,Miracle Fortress,94.08256250000001,170.017,126.81150000000001,Gladys Knight And The Pips,82.6825,149.121,86.9895,0.13850000000000762
27,185.958,Heatwave,89.08600000000001,166.909,117.27425000000001,The Leftovers,99.8965,191.58053571428573,163.702,22.256
28,83.536,Heatwave,89.08600000000001,166.909,117.27425000000001,Gladys Knight And The Pips,82.6825,149.121,86.9895,3.4535000000000053
29,82.27,Heatwave,89.08600000000001,166.909,117.27425000000001,Jack Kerouac,59.94000000000003,135.894,78.638,3.631999999999991
30,100.901,Burning Spear,107.21137179487182,185.2123813559324,144.107,Radian,81.78344444444446,156.76059999999998,101.1974,0.29640000000000555
31,94.383,Burning Spear,107.21137179487182,185.2123813559324,144.107,Jimmy Giuffre,62.689333333333366,148.382,94.36176086956519,0.021239130434807407
32,186.482,Burning Spear,107.21137179487182,185.2123813559324,144.107,The Leftovers,99.8965,191.58053571428573,163.702,22.78
33,69.187,Burning Spear,107.21137179487182,185.2123813559324,144.107,Charlie Haden & Chris Anderson,38.601,107.94616666666666,71.77833333333334,2.5913333333333384
34,187.756,Burning Spear,107.21137179487182,185.2123813559324,144.107,The Leftovers,99.8965,191.58053571428573,163.702,24.054000000000002
35,84.39,Burning Spear,107.21137179487182,185.2123813559324,144.107,Gladys Knight And The Pips,82.6825,149.121,86.9895,2.599500000000006
36,86.083,Burning Spear,107.21137179487182,185.2123813559324,144.107,Gladys Knight And The Pips,82.6825,149.121,86.9895,0.9065000000000083
37,69.698,Crosby_ Stills & Nash,87.14366666666666,174.17392307692305,122.50128571428571,Charlie Haden & Chris Anderson,38.601,107.94616666666666,71.77833333333334,2.0803333333333427
