,index,outlier,score
0,25,IV,0.5509237982838654
1,26,IV,0.5509237982838654
2,27,IV,0.5509237982838654
3,28,IV,0.5509237982838654
4,29,IV,0.5509237982838654
5,30,IV,0.5509237982838654
6,42,IV,0.5509237982838654
7,75,C(min),0.6025422452067207
8,98,D(maj),0.5909004482882271
9,99,IV,0.5509237982838654
10,114,ii,0.5900730379155161
11,119,F(min),0.5770465186880899
12,124,IV,0.5509237982838654
13,188,F(min),0.5770465186880899
14,189,IV,0.5509237982838654
15,190,IV,0.5509237982838654
16,211,IV,0.5509237982838654
17,212,IV,0.5509237982838654
18,214,C(min),0.6025422452067207
19,215,C(min),0.6025422452067207
20,253,C(min),0.6025422452067207
21,268,IV,0.5509237982838654
22,272,IV,0.5509237982838654
23,286,IV,0.5509237982838654
24,287,IV,0.5509237982838654
25,290,C(min),0.6025422452067207
26,291,F(min),0.5770465186880899
27,292,IV,0.5509237982838654
28,310,C(min),0.6025422452067207
29,318,C(min),0.6025422452067207
30,338,IV,0.5509237982838654
31,392,F(min),0.5770465186880899
32,398,F(min),0.5770465186880899
33,399,IV,0.5509237982838654
34,404,D(maj),0.5909004482882271
35,418,IV,0.5509237982838654
36,419,IV,0.5509237982838654
37,420,IV,0.5509237982838654
38,422,C(min),0.6025422452067207
39,423,IV,0.5509237982838654
40,424,IV,0.5509237982838654
41,425,C(min),0.6025422452067207
42,427,IV,0.5509237982838654
43,428,IV,0.5509237982838654
44,448,D(maj),0.5909004482882271
45,450,IV,0.5509237982838654
46,451,IV,0.5509237982838654
47,469,A(maj),0.6193282353397692
48,470,A(maj),0.6193282353397692
49,473,ii,0.5900730379155161
50,474,D(maj),0.5909004482882271
51,522,IV,0.5509237982838654
52,528,IV,0.5509237982838654
53,567,C(min),0.6025422452067207
54,576,A(maj),0.6193282353397692
55,577,A(maj),0.6193282353397692
56,584,A(maj),0.6193282353397692
57,585,A(maj),0.6193282353397692
58,586,A(maj),0.6193282353397692
59,594,IV,0.5509237982838654
60,595,IV,0.5509237982838654
61,596,IV,0.5509237982838654
62,597,IV,0.5509237982838654
63,598,IV,0.5509237982838654
64,599,IV,0.5509237982838654
65,600,IV,0.5509237982838654
66,618,C(min),0.6025422452067207
67,619,C(min),0.6025422452067207
68,637,IV,0.5509237982838654
69,638,C(min),0.6025422452067207
70,653,D(maj),0.5909004482882271
71,655,ii,0.5900730379155161
72,656,ii,0.5900730379155161
73,657,ii,0.5900730379155161
74,658,ii,0.5900730379155161
75,728,F(min),0.5770465186880899
76,730,ii,0.5900730379155161
77,759,IV,0.5509237982838654
78,787,C(min),0.6025422452067207
79,828,F(min),0.5770465186880899
80,829,F(min),0.5770465186880899
81,831,F(min),0.5770465186880899
82,853,D(maj),0.5909004482882271
83,854,D(maj),0.5909004482882271
84,855,D(maj),0.5909004482882271
85,858,IV,0.5509237982838654
86,886,IV,0.5509237982838654
87,902,IV,0.5509237982838654
88,903,C(min),0.6025422452067207
89,912,IV,0.5509237982838654
90,913,IV,0.5509237982838654
91,916,IV,0.5509237982838654
92,918,IV,0.5509237982838654
93,919,IV,0.5509237982838654
94,1004,IV,0.5509237982838654
95,1005,IV,0.5509237982838654
96,1020,IV,0.5509237982838654
97,1021,IV,0.5509237982838654
98,1022,IV,0.5509237982838654
99,1023,IV,0.5509237982838654
100,1027,IV,0.5509237982838654
101,1063,C(min),0.6025422452067207
102,1081,ii,0.5900730379155161
103,1085,IV,0.5509237982838654
104,1122,IV,0.5509237982838654
105,1123,IV,0.5509237982838654
106,1176,IV,0.5509237982838654
107,1177,IV,0.5509237982838654
108,1178,IV,0.5509237982838654
109,1179,IV,0.5509237982838654
110,1180,IV,0.5509237982838654
111,1184,IV,0.5509237982838654
112,1243,IV,0.5509237982838654
113,1244,IV,0.5509237982838654
114,1245,IV,0.5509237982838654
115,1246,IV,0.5509237982838654
116,1288,IV,0.5509237982838654
117,1289,IV,0.5509237982838654
118,1291,IV,0.5509237982838654
119,1292,A(maj),0.6193282353397692
120,1293,A(maj),0.6193282353397692
121,1294,A(maj),0.6193282353397692
122,1305,C(min),0.6025422452067207
123,1306,C(min),0.6025422452067207
124,1307,C(min),0.6025422452067207
125,1322,C(min),0.6025422452067207
126,1337,IV,0.5509237982838654
127,1338,IV,0.5509237982838654
128,1339,IV,0.5509237982838654
129,1340,IV,0.5509237982838654
130,1341,IV,0.5509237982838654
131,1342,IV,0.5509237982838654
132,1371,A(maj),0.6193282353397692
133,1423,C(min),0.6025422452067207
134,1430,A(maj),0.6193282353397692
135,1442,C(min),0.6025422452067207
136,1457,IV,0.5509237982838654
137,1459,IV,0.5509237982838654
138,1460,IV,0.5509237982838654
139,1461,IV,0.5509237982838654
140,1462,IV,0.5509237982838654
141,1463,IV,0.5509237982838654
142,1464,A(maj),0.6193282353397692
143,1465,A(maj),0.6193282353397692
144,1480,IV,0.5509237982838654
145,1488,IV,0.5509237982838654
146,1502,A(maj),0.6193282353397692
147,1503,A(maj),0.6193282353397692
148,1515,IV,0.5509237982838654
149,1532,F(min),0.5770465186880899
150,1533,IV,0.5509237982838654
151,1534,IV,0.5509237982838654
152,1565,IV,0.5509237982838654
153,1587,IV,0.5509237982838654
154,1589,IV,0.5509237982838654
155,1615,A(maj),0.6193282353397692
156,1659,A(maj),0.6193282353397692
157,1660,A(maj),0.6193282353397692
158,1669,C(min),0.6025422452067207
159,1673,C(min),0.6025422452067207
160,1683,D(maj),0.5909004482882271
161,1684,A(maj),0.6193282353397692
162,1686,A(maj),0.6193282353397692
163,1727,A(maj),0.6193282353397692
164,1728,A(maj),0.6193282353397692
165,1729,A(maj),0.6193282353397692
166,1745,C(min),0.6025422452067207
167,1746,C(min),0.6025422452067207
168,1748,C(min),0.6025422452067207
169,1780,C(min),0.6025422452067207
170,1783,C(min),0.6025422452067207
171,1786,C(min),0.6025422452067207
172,1798,IV,0.5509237982838654
173,1803,A(maj),0.6193282353397692
174,1824,IV,0.5509237982838654
175,1825,IV,0.5509237982838654
176,1850,IV,0.5509237982838654
177,1877,A(maj),0.6193282353397692
178,1896,IV,0.5509237982838654
179,1897,IV,0.5509237982838654
180,1941,IV,0.5509237982838654
181,1960,A(maj),0.6193282353397692
182,1966,F(min),0.5770465186880899
183,1984,A(maj),0.6193282353397692
184,1985,A(maj),0.6193282353397692
185,1986,A(maj),0.6193282353397692
186,1995,D(maj),0.5909004482882271
187,1996,ii,0.5900730379155161
188,2006,IV,0.5509237982838654
189,2049,A(maj),0.6193282353397692
190,2050,A(maj),0.6193282353397692
191,2094,IV,0.5509237982838654
192,2119,A(maj),0.6193282353397692
193,2123,IV,0.5509237982838654
194,2124,A(maj),0.6193282353397692
195,2155,D(maj),0.5909004482882271
196,2156,IV,0.5509237982838654
197,2158,ii,0.5900730379155161
198,2167,IV,0.5509237982838654
199,2171,D(maj),0.5909004482882271
200,2286,IV,0.5509237982838654
201,2287,ii,0.5900730379155161
202,2290,IV,0.5509237982838654
203,2296,IV,0.5509237982838654
204,2326,ii,0.5900730379155161
205,2330,C(min),0.6025422452067207
