,index,outlier,score
0,0,A(maj),0.4360694331920937
1,13,Eb(maj),0.43015593763357385
2,15,G(min),0.43629554150298183
3,20,G(min),0.43629554150298183
4,21,G(min),0.43629554150298183
5,22,G(min),0.43629554150298183
6,23,G(min),0.43629554150298183
7,25,G(min),0.43629554150298183
8,30,G(min),0.43629554150298183
9,70,Eb(maj),0.43015593763357385
10,76,A(maj),0.4360694331920937
11,81,C(min),0.447326270510882
12,86,A(maj),0.4360694331920937
13,106,G(min),0.43629554150298183
14,114,C(min),0.447326270510882
15,118,C(min),0.447326270510882
16,221,G(min),0.43629554150298183
17,222,G(min),0.43629554150298183
18,255,G(min),0.43629554150298183
19,256,Eb(maj),0.43015593763357385
20,265,Bb(maj),0.4411565411314008
21,267,Bb(maj),0.4411565411314008
22,311,G(min),0.43629554150298183
23,312,G(min),0.43629554150298183
24,313,C(min),0.447326270510882
25,316,G(min),0.43629554150298183
26,318,C(min),0.447326270510882
27,332,A(maj),0.4360694331920937
28,343,A(maj),0.4360694331920937
29,354,A(maj),0.4360694331920937
30,397,E(maj),0.42847880317407083
31,398,Bb(maj),0.4411565411314008
32,403,E(maj),0.42847880317407083
33,422,Eb(maj),0.43015593763357385
34,466,A(maj),0.4360694331920937
35,482,Bb(maj),0.4411565411314008
36,483,Bb(maj),0.4411565411314008
37,518,G(min),0.43629554150298183
38,559,C(min),0.447326270510882
39,587,A(maj),0.4360694331920937
40,616,G(min),0.43629554150298183
41,618,C(min),0.447326270510882
42,619,C(min),0.447326270510882
43,620,G(min),0.43629554150298183
44,637,C(min),0.447326270510882
45,653,A(maj),0.4360694331920937
46,703,E(maj),0.42847880317407083
47,716,A(maj),0.4360694331920937
48,733,C(min),0.447326270510882
49,758,C(min),0.447326270510882
50,759,F(min),0.4338363905184773
51,788,G(min),0.43629554150298183
52,790,Eb(maj),0.43015593763357385
53,792,Eb(maj),0.43015593763357385
54,793,C(min),0.447326270510882
55,794,C(min),0.447326270510882
56,805,G(min),0.43629554150298183
57,828,F(min),0.4338363905184773
58,829,F(min),0.4338363905184773
59,831,C(min),0.447326270510882
60,836,A(maj),0.4360694331920937
61,837,A(maj),0.4360694331920937
62,838,A(maj),0.4360694331920937
63,839,A(maj),0.4360694331920937
64,842,Bb(maj),0.4411565411314008
65,857,A(maj),0.4360694331920937
66,872,A(maj),0.4360694331920937
67,878,Eb(maj),0.43015593763357385
68,901,C(min),0.447326270510882
69,902,C(min),0.447326270510882
70,903,C(min),0.447326270510882
71,913,F(min),0.4338363905184773
72,916,E(maj),0.42847880317407083
73,935,Bb(maj),0.4411565411314008
74,939,G(min),0.43629554150298183
75,1027,A(maj),0.4360694331920937
76,1029,Bb(maj),0.4411565411314008
77,1059,Bb(maj),0.4411565411314008
78,1123,F(min),0.4338363905184773
79,1143,E(maj),0.42847880317407083
80,1164,G(min),0.43629554150298183
81,1176,C(min),0.447326270510882
82,1188,Eb(maj),0.43015593763357385
83,1198,C(min),0.447326270510882
84,1224,C(min),0.447326270510882
85,1228,Bb(maj),0.4411565411314008
86,1259,G(min),0.43629554150298183
87,1279,A(maj),0.4360694331920937
88,1306,C(min),0.447326270510882
89,1326,E(maj),0.42847880317407083
90,1332,G(min),0.43629554150298183
91,1333,G(min),0.43629554150298183
92,1337,A(maj),0.4360694331920937
93,1352,E(maj),0.42847880317407083
94,1373,G(min),0.43629554150298183
95,1376,G(min),0.43629554150298183
96,1380,Bb(maj),0.4411565411314008
97,1381,Bb(maj),0.4411565411314008
98,1393,G(min),0.43629554150298183
99,1416,G(min),0.43629554150298183
100,1418,C(min),0.447326270510882
101,1422,Bb(maj),0.4411565411314008
102,1424,G(min),0.43629554150298183
103,1425,G(min),0.43629554150298183
104,1437,G(min),0.43629554150298183
105,1454,G(min),0.43629554150298183
106,1455,G(min),0.43629554150298183
107,1457,C(min),0.447326270510882
108,1459,A(maj),0.4360694331920937
